Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km]
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",1.3CDTi 16v 95PS ecoFLEX S/S,M5,1248,Diesel,4.9,3.7,4.1,57.6,76.3,68.9,109,1100.54107402032,5,72,290,,124,160,0
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A13DTE 95PS,M5,1248,Diesel,4.9,3.7,4.1,57.6,76.3,68.9,109,1100.54107402032,5,72,290,,124,160,0
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A14XER 100PS,M5,1398,Petrol,7.6,4.9,5.9,37.2,57.6,47.9,139,1514.7006263048,5,70,562,49,20,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 120PS 16/17"" tyre",M6,1364,Petrol,8.4,4.9,6.1,33.6,57.6,46.3,144,1567.0444924406,5,72,563,28,4,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 120PS 18/19"" tyre",M6,1364,Petrol,8.5,5.1,6.4,33.2,55.4,44.1,149,1645.21904761905,5,72,563,28,4,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 140PS 16/17"" tyre",A6,1364,Petrol,9.1,5.4,6.8,31,52.3,41.5,159,1748.29301204819,5,72,720,47,9,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 140PS 18/19"" tyre",A6,1364,Petrol,9.3,5.7,7,30.4,49.6,40.4,165,1795.89504950495,5,72,720,47,9,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 140PS 16/17"" tyre",M6,1364,Petrol,8.4,4.9,6.1,33.6,57.6,46.3,144,1567.0444924406,5,72,563,28,4,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A14NET 140PS 18/19"" tyre",M6,1364,Petrol,8.5,5.1,6.4,33.2,55.4,44.1,149,1645.21904761905,5,72,563,28,4,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16XER 115PS 16/17"" tyre",A6,1598,Petrol,10.1,5.5,7.2,28,51.4,39.2,169,1850.87142857143,5,72,642,25,6,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16XER 115PS 18/19"" tyre",A6,1598,Petrol,10.3,5.8,7.5,27.4,48.7,37.7,175,1924.51352785146,5,72,642,25,6,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16XER 115PS 16/17"" tyre",M5,1598,Petrol,8.6,5.1,6.4,32.8,55.4,44.1,149,1645.21904761905,5,71,566,21,14,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16XER 115PS 18/19"" tyre",M5,1598,Petrol,8.7,5.3,6.6,32.5,53.3,42.8,154,1695.19065420561,5,71,566,21,14,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16LET 180PS 16/17"" tyre",A6,1598,Petrol,10.1,5.8,7.4,28,48.7,38.2,174,1899.32356020942,5,71,437,37,20,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16LET 180PS 18/19"" tyre",A6,1598,Petrol,10.2,6,7.5,27.7,47.1,37.7,177,1924.51352785146,5,71,437,37,20,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16LET 180PS 16/17"" tyre",M6,1598,Petrol,9,5.5,6.8,31.4,51.4,41.5,159,1748.29301204819,5,72,260,23,26,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A16LET 180PS 18/19"" tyre",M6,1598,Petrol,9.1,5.6,6.9,31,50.4,40.9,161,1773.94034229829,5,72,260,23,26,,
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A17DTR 101PS,M6,1686,Diesel,5.6,4,4.6,50.4,70.6,61.4,121,1234.97198697068,5,69,140,,149,168,1
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A17DTR 101PS ecoFLEX 16/17"" tyre",M6,1686,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,119,1207.44076433121,5,69,140,,149,168,1
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A17DTR 110PS,M6,1686,Diesel,5.6,4,4.6,50.4,70.6,61.4,121,1234.97198697068,5,69,140,,149,168,1
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A17DTR 110PS ecoFLEX,M6,1686,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,119,1207.44076433121,5,69,140,,149,168,1
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",Police 1.7D 110PS,M6,1686,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,119,1207.44076433121,5,69,140,,149,168,1
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A17DTR 125PS,M6,1686,Diesel,5.6,4,4.6,50.4,70.6,61.4,121,1234.97198697068,5,70,140,,149,168,1
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011",A17DTR 125PS ecoFLEX,M6,1686,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,119,1207.44076433121,5,70,140,,149,168,1
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A20DTH 160PS 16/17"" tyre",A6,1956,Diesel,7.9,4.7,5.9,35.8,60.1,47.9,156,1583.03298538622,5,72,92,,101,116,0
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A20DTH 160PS 18/19"" tyre",A6,1956,Diesel,8,4.8,6,35.3,58.9,47.1,158,1609.92101910828,5,72,92,,101,116,0
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A20DTH 160PS 16/17"" tyre",M6,1956,Diesel,6.5,4.2,5.1,43.5,67.3,55.4,134,1368.72346570397,5,72,414,,114,154,0
VAUXHALL,"Astra 5 Door Sports Tourer, Model Year 2011","A20DTH 160PS 18/19"" tyre",M6,1956,Diesel,6.5,4.4,5.1,43.5,64.2,55.4,136,1368.72346570397,5,72,414,,114,154,0
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.3CDTI (75PS) Ecoflex S/S (105G),M5,1248,Diesel,4.8,3.5,4,58.85,80.7085714285714,70.62,105,1073.73661852167,5,73,236.4,,138.4,167.5,0.04
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.3CDTI (75PS) Ecoflex (110G),M5,1248,Diesel,5.3,3.5,4.2,53.2981132075472,80.7085714285714,67.2571428571429,110,1127.42344944775,5,73,133.5,,150.2,170.2,0.29
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.3CDTI (75PS) Ecoflex (112G),M5,1248,Diesel,5.3,3.6,4.2,53.2981132075472,78.4666666666667,67.2571428571429,112,1127.42344944775,5,73,133.5,,150.2,170.2,0.29
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.3CDTI (75PS) Ecoflex S/S (112G),M5,1248,Diesel,4.8,3.5,4,58.85,80.7085714285714,70.62,112,1073.73661852167,5,72,236.4,,138.4,167.5,0.04
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.3CDTI (95PS) Ecoflex S/S (94G),M5,1248,Diesel,4.2,3.1,3.5,67.2571428571429,91.1225806451613,80.7085714285714,94,939.519541206457,5,72,116,,123.8,147.5,0.12
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.3CDTI (95PS) Ecoflex (115G) ,M6,1248,Diesel,5.4,3.8,4.4,52.3111111111111,74.3368421052632,64.2,115,1181.11028037383,5,73,192,,165.2,188.3,0.06
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.7CDTI (130PS) ,M6,1686,Diesel,5.6,3.8,4.5,50.4428571428572,74.3368421052632,62.7733333333333,118,1207.95369583687,5,73,138.3,,145.4,169.4,0.27
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.0I 12V (65PS) Ecoflex,M5,998,Petrol,6.3,4.2,5,44.8380952380952,67.2571428571429,56.496,117,1284.23534409516,5,72,548.7,45,40.8,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.2I 16V (85PS) ,M5,1229,Petrol,6.9,4.4,5.3,40.9391304347826,64.2,53.2981132075472,124,1361.28946474087,5,71,300.7,32.4,24.6,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.2I 16V (85PS) Ecoflex Easytronic,ET5,1229,Petrol,6.5,4.2,5.1,43.4584615384615,67.2571428571429,55.3882352941177,119,1309.92005097706,5,72,297,35.8,13.4,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.4I 16V (100PS) (129G),M5,1398,Petrol,7,4.6,5.5,40.3542857142857,61.4086956521739,51.36,129,1412.65887850467,5,72,390.8,51.8,44.9,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.4I 16V (100PS) (134G),M5,1398,Petrol,7.3,4.8,5.7,38.6958904109589,58.85,49.5578947368421,134,1464.02829226848,5,73,390.8,51.8,44.9,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.4I 16V (100PS) (134G),A4,1398,Petrol,7.5,4.7,5.7,37.664,60.1021276595745,49.5578947368421,134,1464.02829226848,5,71,813.3,50.4,16.4,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",1.4I 16V (100PS) (143G),A4,1398,Petrol,8,5,6.1,35.31,56.496,46.3081967213115,143,1566.76711979609,5,72,813.3,50.4,16.4,,
VAUXHALL,"Corsa 3 Door Hatchback, Model Year 2011",VXR 1.6I 16V Turbo ,M6,1598,Petrol,9.8,5.9,7.3,28.8244897959184,47.8779661016949,38.6958904109589,172,1874.98360237893,5,74,320,52.3,41.4,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.3CDTI (75PS) Ecoflex S/S (105G),M5,1248,Diesel,4.8,3.5,4,58.85,80.7085714285714,70.62,105,1073.73661852167,5,72,236.4,,138.4,167.5,0.04
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.3CDTI (75PS) Ecoflex (112G),M5,1248,Diesel,4.8,3.5,4,58.85,80.7085714285714,70.62,105,1073.73661852167,5,72,236.4,,138.4,167.5,0.04
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.3CDTI (95PS) Ecoflex S/S (95G) ,M5,1248,Diesel,4.3,3.2,3.6,65.693023255814,88.275,78.4666666666667,95,966.362956669499,5,72,116,,123.8,147.5,0.12
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.3CDTI (95PS) Ecoflex (115G) ,M5,1248,Diesel,5.4,3.8,4.4,52.3111111111111,74.3368421052632,64.2,115,1181.11028037383,5,73,192,,165.2,188.3,0.06
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011", 1.7CDTI (130PS) ,M5,1686,Diesel,5.7,3.9,4.6,49.5578947368421,72.4307692307692,61.4086956521739,119,1234.79711129991,5,73,138.3,,145.4,169.4,0.27
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.0I 12V (65PS) Ecoflex ,M5,998,Petrol,6.3,4.2,5,44.8380952380952,67.2571428571429,56.496,117,1284.23534409516,5,72,548.7,45,40.8,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.2I 16V (85PS) Ecoflex Easytronic,ET5,1229,Petrol,6.5,4.2,5.1,43.4584615384615,67.2571428571429,55.3882352941177,119,1309.92005097706,5,72,297,35.8,13.4,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.2I 16V (85PS) ,M5,1229,Petrol,6.9,4.4,5.3,40.9391304347826,64.2,53.2981132075472,124,1361.28946474087,5,71,300.7,32.4,24.6,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.4I 16V (100PS) (129G),M5,1398,Petrol,7,4.6,5.5,40.3542857142857,61.4086956521739,51.36,129,1412.65887850467,5,72,390.8,51.8,44.9,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.4I 16V (100PS) (134G),M5,1398,Petrol,7.3,4.8,5.7,38.6958904109589,58.85,49.5578947368421,134,1464.02829226848,5,73,390.8,51.8,44.9,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.4I 16V (100PS) (138G),A4,1398,Petrol,7.7,4.8,5.9,36.6857142857143,58.85,47.8779661016949,138,1515.39770603229,5,71,813.3,50.4,16.4,,
VAUXHALL,"Corsa 5 Door Hatchback, Model Year 2011",1.4I 16V (100PS) (147G),A4,1398,Petrol,8.2,5.1,6.3,34.4487804878049,55.3882352941177,44.8380952380952,147,1618.1365335599,5,72,813.3,50.4,16.4,,
VAUXHALL,"Insignia 4 Door Saloon, Model Year 2010",1.6i 16v Turbo,M6,1598,Petrol,10.6,6,7.7,26.6,47.1,36.7,179,1976.95258855586,5,73,367,61,40,,
VAUXHALL,"Insignia 4 Door Saloon, Model Year 2010",1.8i 16v VVT,M6,1796,Petrol,10.5,5.9,7.6,26.9,47.9,37.2,178,1950.38064516129,5,74,606,38,17,,
VAUXHALL,"Insignia 4 Door Saloon, Model Year 2010",2.0CDTi 130PS,M6,1956,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,154,1557.02833675565,5,72,162,,162,179,1
VAUXHALL,"Insignia 4 Door Saloon, Model Year 2010",2.0CDTi 130PS,A6,1956,Diesel,9.2,5.1,6.6,30.7,55.4,42.8,174,1771.66542056075,5,74,66,,154,165,1
VAUXHALL,"Insignia 4 Door Saloon, Model Year 2010",2.0CDTi 160PS EcoFLEX,M6,1956,Diesel,6.8,4.2,5.2,41.5,67.3,54.3,136,1396.45082872928,5,71,235,,107,135,1
VAUXHALL,"Insignia 4 Door Saloon, Model Year 2010",2.0CDTi 160PS,M6,1956,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,154,1557.02833675565,5,72,261,,139,164,1
VAUXHALL,"Insignia 4 Door Saloon, Model Year 2010",2.0CDTi 160PS,A6,1956,Diesel,9.2,5.1,6.6,30.7,55.4,42.8,174,1771.66542056075,5,75,66,,154,165,1
VAUXHALL,"Insignia 4 Door Saloon, Model Year 2010",VXR 2.8i 24v V6 Turbo 4X4,M6,2792,Petrol,16.6,8.4,11.4,17,33.6,24.8,268,2925.57096774194,5,75,44,58,50,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2010",1.6i 16v Turbo,M6,1598,Petrol,10.6,6,7.7,26.6,47.1,36.7,179,1976.95258855586,5,73,367,61,40,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2010",1.8i 16v VVT,M6,1796,Petrol,10.5,5.9,7.6,26.9,47.9,37.2,178,1950.38064516129,5,74,606,38,17,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2010",2.0CDTi 130PS,M6,1956,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,154,1557.02833675565,5,72,162,,162,179,1
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2010",2.0CDTi 130PS,A6,1956,Diesel,9.3,5.2,6.7,30.4,54.3,42.2,177,1796.85497630332,5,74,66,,154,165,1
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2010",2.0CDTi 160PS EcoFLEX,M6,1956,Diesel,6.8,4.2,5.2,41.5,67.3,54.3,136,1396.45082872928,5,71,235,,107,135,1
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2010",2.0CDTi 160PS,M6,1956,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,154,1557.02833675565,5,72,261,,139,164,1
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2010",2.0CDTi 160PS,A6,1956,Diesel,9.3,5.2,6.7,30.4,54.3,42.2,177,1796.85497630332,5,75,66,,154,165,1
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2010",VXR 2.8i 24v V6 Turbo 4X4,M6,2792,Petrol,16.6,8.4,11.4,17,33.6,24.8,268,2925.57096774194,5,75,44,58,50,,
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2011",A20DTH 160PS,M6,1956,Diesel,6.9,4.6,5.4,40.9,61.4,52.3,144,1449.85239005736,5,72,261,,138,163,1
VAUXHALL,"Insignia 5 Door Hatchback, Model Year 2011",2.0CDTi 130PS,M6,1956,Diesel,6.4,4.2,5,44.1,67.3,56.5,133,1342.07575221239,5,71,95,,124,138,0
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",1.6i 16v Turbo,M6,1598,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,186,2026.65251396648,5,73,367,61,40,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",1.8i 1.6v VVT,M6,1796,Petrol,10.6,6.2,7.8,26.6,45.6,36.2,183,2004.25856353591,5,74,778,44,32,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",2.0CDTi 130PS,M6,1956,Diesel,7.9,4.9,6,35.8,57.6,47.1,159,1609.92101910828,5,72,263,,142,166,1
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",2.0CDTi 130PS,A6,1956,Diesel,9.3,5.3,6.8,30.4,53.3,41.5,179,1827.16337349398,5,74,58,,132,147,1
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",2.0CDTi 160PS EcoFLEX,M6,1956,Diesel,6.9,4.3,5.3,40.9,65.7,53.3,139,1422.65065666041,5,71,193,,131,152,1
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",2.0CDTi 160PS,M6,1956,Diesel,7.9,4.9,6,35.8,57.6,47.1,159,1609.92101910828,5,72,168,,144,160,1
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",2.0CDTi 160PS,A6,1956,Diesel,9.3,5.3,6.8,30.4,53.3,41.5,179,1827.16337349398,5,75,58,,132,147,1
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",2.0i 16v Turbo,M6,1998,Petrol,12.9,6.6,8.9,21.9,42.8,31.7,209,2288.77476340694,5,71,388,52,31,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",2.0i 16v Turbo,A6,1998,Petrol,14.3,7,9.7,19.8,40.4,29.1,228,2493.27010309278,5,70,246,54,50,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",2.0i 16v Turbo 4 x 4,M6,1998,Petrol,13.2,7,9.3,21.4,40.4,30.4,219,2386.65,5,71,221,51,45,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",2.0i 16v Turbo 4 x 4,A6,1998,Petrol,14.5,7.2,9.9,19.5,39.2,28.5,233,2545.76,5,70,300,54,43,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",VXR 2.8i 24v V6 Turbo 4X4,M6,2792,Petrol,17,8.6,11.7,16.6,32.8,24.1,274,3010.54605809129,5,75,44,58,50,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2010",A28NET V6 Turbo,M6,2792,Petrol,17,8.6,11.7,16.6,32.8,24.1,274,3010.54605809129,5,75,442,58,50,,
VAUXHALL,"Insignia 5 Door Sport Tourer, Model Year 2011",2.0CDTi 160PS 4X4,M6,1956,Diesel,7.9,5,6,35.8,56.5,47.1,159,1609.92101910828,5,72,196,,133,156,0
VAUXHALL,"Meriva, Model Year 2011",1.3CDTI (75PS) 5 Speed,M5,1248,Diesel,5.9,4.3,4.9,47.8779661016949,65.693023255814,57.6489795918367,129,1315.32735768904,5,71,236.8,,139.4,166.5,0.35
VAUXHALL,"Meriva, Model Year 2011",1.3CDTI (95PS) Ecoflex 5 Speed,M5,1248,Diesel,5.6,3.9,4.5,50.4428571428572,72.4307692307692,62.7733333333333,119,1207.95369583687,5,72,231.5,,116.1,140.4,0.49
VAUXHALL,"Meriva, Model Year 2011",1.7CDTI (100PS),A6,1686,Diesel,8.6,5.1,6.4,32.846511627907,55.3882352941177,44.1375,168,1717.97858963466,5,70,40.8,,162.9,176.2,0.53
VAUXHALL,"Meriva, Model Year 2011",1.7CDTI (130PS) 6 Speed,M6,1686,Diesel,6.4,4.5,5.2,44.1375,62.7733333333333,54.3230769230769,138,1395.85760407816,5,73,323.6,,170.6,199.4,0.21
VAUXHALL,"Meriva, Model Year 2011",1.4I 16V (100PS) 5 Speed,M5,1398,Petrol,7.9,5.1,6.1,35.7569620253165,55.3882352941177,46.3081967213115,144,1566.76711979609,5,70,695.3,50.5,28.8,,
VAUXHALL,"Meriva, Model Year 2011",1.4I 16V Turbo (120PS) 5 Speed,M5,1364,Petrol,8,5,6.1,35.31,56.496,46.3081967213115,143,1566.76711979609,5,72,662.3,33.4,4.7,,
VAUXHALL,"Meriva, Model Year 2011",1.4I 16V Turbo (140PS) 6 Speed,M6,1364,Petrol,8.8,5.4,6.7,32.1,52.3111111111111,42.1611940298507,156,1720.87536108751,5,72,615.8,34.7,9.5,,
VOLKSWAGEN,Fox,1.2 60PS ,M5,1198,Petrol,7.6,4.8,5.8,37.2,58.9,48.7,136,1489.81848049281,5,72,428,37,35,,
VOLKSWAGEN,Polo,1.2 60PS,M5,1198,Petrol,7.3,4.5,5.5,38.7,62.8,51.4,128,1411.55953307393,5,73,696,45,42,,
VOLKSWAGEN,Polo,1.2 70PS,M5,1198,Petrol,7.3,4.5,5.5,38.7,62.8,51.4,128,1411.55953307393,5,73,696,45,42,,
VOLKSWAGEN,Polo,1.2 TSI 105PS,M5,1197,Petrol,6.8,4.5,5.3,41.5,62.8,53.3,124,1361.24127579737,5,71,468,44,37,,
VOLKSWAGEN,Polo,1.2 TSI 105PS,M6,1197,Petrol,6.8,4.5,5.3,41.5,62.8,53.3,124,1361.24127579737,5,71,468,44,37,,
VOLKSWAGEN,Polo,1.4 85PS,M5,1390,Petrol,8,4.7,5.9,35.3,60.1,47.9,139,1514.7006263048,5,73,135,48,44,,
VOLKSWAGEN,Polo,1.4 85PS with 7speed DSG,D7,1390,Petrol,7.7,4.7,5.8,36.7,60.1,48.7,135,1489.81848049281,5,73,134,64,57,,
VOLKSWAGEN,Polo,1.4 TSI 180PS 7speed DSG,D7,1390,Petrol,7.5,5.1,5.9,37.7,55.4,47.9,139,1514.7006263048,5,73,229,43,35,,
VOLKSWAGEN,Polo,1.2 3 cylinder TDI 75PS,M5,1199,Diesel,4.8,3.4,3.9,58.9,83.1,72.4,102,1047.33812154696,5,69,149,,158,179,0
VOLKSWAGEN,Polo,1.2 TDI 75PS BlueMotion,M5,1199,Diesel,4.2,3.1,3.5,67.3,91.1,80.7,91,939.619330855019,5,69,23,,148,163,0.2
VOLKSWAGEN,Polo,1.6 TDI 75PS,M5,1598,Diesel,5.4,3.6,4.3,52.3,78.5,65.7,112,1154.14429223744,5,72,84,,125,142,0.1
VOLKSWAGEN,Polo,1.6 TDI 90PS,M5,1598,Diesel,5.4,3.6,4.3,52.3,78.5,65.7,112,1154.14429223744,5,70,84,,125,142,0.1
VOLKSWAGEN,Golf,1.2 TSI 85PS,M5,1197,Petrol,7,4.6,5.5,40.4,61.4,51.4,129,1411.55953307393,5,71,316,30,25,,
VOLKSWAGEN,Golf,1.2 TSI 85PS 7speed DSG,D7,1197,Petrol,7.3,4.9,5.8,38.7,57.6,48.7,134,1489.81848049281,5,70,244,23,19,,
VOLKSWAGEN,Golf,1.2 TSI 105PS,M6,1197,Petrol,7.1,4.9,5.7,39.8,57.6,49.6,134,1462.78548387097,5,69,656,46,40,,
VOLKSWAGEN,Golf,1.2 TSI 105PS 7speed DSG,D7,1197,Petrol,7.3,4.9,5.8,38.7,57.6,48.7,134,1489.81848049281,5,70,244,23,19,,
VOLKSWAGEN,Golf,1.4 80PS,M5,1390,Petrol,8.5,5.1,6.4,33.2,55.4,44.1,149,1645.21904761905,5,73,107,52,47,,
VOLKSWAGEN,Golf,1.4 TSI 122PS,M6,1390,Petrol,8.2,5.1,6.2,34.4,55.4,45.6,144,1591.1,5,72,285,28,23,,
VOLKSWAGEN,Golf,1.4 TSI 122PS 7speed DSG,D7,1390,Petrol,7.7,5,6,36.7,56.5,47.1,138,1540.42802547771,5,72,181,30,25,,
VOLKSWAGEN,Golf,1.4 TSI 160PS,M6,1390,Petrol,8.1,5.2,6.3,34.9,54.3,44.8,145,1619.5125,5,71,228,33,28,,
VOLKSWAGEN,Golf,1.4 TSI 160PS 7speed DSG,D7,1390,Petrol,7.5,5.2,6,37.7,54.3,47.1,139,1540.42802547771,5,68,260,31,26,,
VOLKSWAGEN,Golf,1.6 102PS,M5,1595,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,166,1822.96884422111,5,72,454,45,29,,
VOLKSWAGEN,Golf,1.6 102PS 7speed DSG,D7,1595,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,157,1719.29289099526,5,70,352,35,24,,
VOLKSWAGEN,Golf,2.0 TSI 210PS,M6,1984,Petrol,10,5.8,7.3,28.2,48.7,38.7,170,1874.78449612403,5,75,389,49,32,,
VOLKSWAGEN,Golf,2.0 TSI 210PS DSG,D6,1984,Petrol,10,5.9,7.4,28.2,47.9,38.2,173,1899.32356020942,5,74,213,55,44,,
VOLKSWAGEN,Golf,R 2.0 TSI 270PS 4MOTION,M6,1984,Petrol,11.8,6.7,8.5,23.9,42.2,33.2,199,2185.36626506024,5,74,229,35,28,,
VOLKSWAGEN,Golf,R 2.0 TSI 270PS 4MOTION DSG,D6,1984,Petrol,11.2,6.8,8.4,25.2,41.5,33.6,195,2159.35,5,73,265,42,35,,
VOLKSWAGEN,Golf,1.6 TDI 90PS,M5,1598,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,118,1207.44076433121,5,69,386,,158,207,0.4
VOLKSWAGEN,Golf,1.6 TDI 105PS BlueMotion,M5,1598,Diesel,4.7,3.4,3.8,60.1,83.1,74.3,99,1020.55558546433,5,70,376,,129,168,0.1
VOLKSWAGEN,Golf,1.6 TDI 105PS with BlueMotion Technology,M5,1598,Diesel,5.2,3.5,4.1,54.3,80.7,68.9,107,1100.54107402032,5,70,220,,116,139,0
VOLKSWAGEN,Golf,1.6 TDI 105PS with BlueMotion Technology 7speed DSG,D7,1598,Diesel,4.7,3.9,4.2,60.1,72.4,67.3,109,1126.70549777117,5,69,249,,125,152,0.1
VOLKSWAGEN,Golf,1.6 TDI 105PS,M5,1598,Diesel,5.7,3.9,4.5,49.6,72.4,62.8,119,1207.44076433121,5,70,229,,162,191,0.6
VOLKSWAGEN,Golf,1.6 TDI 105PS with 7speed DSG,D7,1598,Diesel,5.6,4.2,4.7,50.4,67.3,60.1,123,1261.68519134775,5,69,66,,138,160,0.8
VOLKSWAGEN,Golf,2.0 110PS TDI BlueMotion,M5,1968,Diesel,6,3.7,4.5,47.1,76.3,62.8,119,1207.44076433121,5,71,391,,116,186,0.7
VOLKSWAGEN,Golf,2.0 110PS TDI,M5,1968,Diesel,6.4,4,4.9,44.1,70.6,57.6,128,1316.44583333333,5,71,245,,136,176,1.1
VOLKSWAGEN,Golf,2.0 140PS TDI,M6,1968,Diesel,6.1,4.1,4.8,46.3,68.9,58.9,126,1287.39015280136,5,70,314,,142,187,0.6
VOLKSWAGEN,Golf,2.0 140PS TDI GT,M6,1968,Diesel,6.4,4,4.9,44.1,70.6,57.6,129,1316.44583333333,5,73,234,,153,191,0.5
VOLKSWAGEN,Golf,2.0 140PS TDI DSG,D6,1968,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,138,1422.65065666041,5,68,134,,149,168,1
