Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,,,,
AUDI,A4 Saloon,3.0 V6 TDI quattro 245PS Stop-Start,QM6,2967,Diesel,,,,,7.2,4.9,5.8,39.2,57.6,48.7,152,"£1,322",,"£1,322",V,74.0,400,,173,215,0.40,,,,,,,,,,
AUDI,A4 Saloon,S4 3.0 TFSI V6 quattro 333PS 7speed S tronic,QD7,2995,Petrol,,,,,10.7,6.6,8.1,26.4,42.8,34.9,190,"£1,751",,"£1,751",V,74.0,262,27,22,,,,,,,,,,,,
AUDI,A5 Cabriolet,1.8 TFSI 170PS Multitronic,AV,1789,Petrol,,,,,7.2,5.6,6.2,39.2,50.4,45.6,143,"£1,340",,"£1,340",V,70.0,299,43,37,,,,,,,,,,,,
AUDI,A5 Cabriolet,1.8 TFSI 170PS Stop-Start,M6,1798,Petrol,,,,,7.9,5.1,6.2,35.8,55.4,45.6,143,"£1,340",,"£1,340",V,71.0,339,50,42,,,,,,,,,,,,
AUDI,A5 Cabriolet,2.0 TDI 143PS Stop-Start,M6,1968,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,126,"£1,093",,"£1,093",V,71.0,185,,133,163,0.60,,,,,,,,,,
AUDI,A5 Cabriolet,2.0 TDI 150PS,M6,1968,Diesel,,,,,5.6,4.2,4.7,50.4,67.3,60.1,124,"£1,071",,"£1,071",V,70.0,144,,138,157,0.30,,,,,,,,,,
AUDI,A5 Cabriolet,2.0 TDI 177PS,M6,1968,Diesel,,,,,5.8,4.4,4.9,48.7,64.2,57.6,127,"£1,118",,"£1,118",V,71.0,186,,133,164,0.10,,,,,,,,,,
AUDI,A5 Cabriolet,2.0 TDI 177PS Multitronic,AV,1968,Diesel,,,,,5.8,4.6,5.0,48.7,61.4,56.5,132,"£1,139",,"£1,139",V,71.0,103,,143,159,0.00,,,,,,,,,,
AUDI,A5 Cabriolet,2.0 TDI quattro 177PS,QM6,1968,Diesel,,,,,6.5,4.9,5.4,43.5,57.9,52.3,142,"£1,231",,"£1,231",V,71.0,207,,143,179,0.00,,,,,,,,,,
AUDI,A5 Cabriolet,2.0 TFSI 211PS,M6,1984,Petrol,,,,,8.6,5.4,6.6,32.8,52.3,42.8,154,"£1,428",,"£1,428",V,74.0,270,34,29,,,,,,,,,,,,
AUDI,A5 Cabriolet,2.0 TFSI 211PS Multitronic Stop-Start,AV,1984,Petrol,,,,,7.8,5.6,6.4,36.2,50.4,44.1,149,"£1,385",,"£1,385",V,73.0,314,35,29,,,,,,,,,,,,
AUDI,A5 Cabriolet,2.0 TFSI quattro 211PS 7speed S tronic Stop-Start,QD7,1984,Petrol,,,,,8.8,6.1,7.2,32.1,46.3,39.2,164,"£1,559",,"£1,559",V,74.0,505,52,45,,,,,,,,,,,,
AUDI,A5 Cabriolet,3.0 TFSI quattro 272PS 7speed S tronic,QD7,2995,Petrol,,,,,11.2,6.9,8.5,25.2,40.9,33.2,199,"£1,840",,"£1,840",V,72.0,499,32,24,,,,,,,,,,,,
AUDI,A5 Cabriolet,3.0 V6 TDI 204PS Multitronic Stop-Start,AV,2967,Diesel,,,,,5.8,4.9,5.2,48.7,57.6,54.3,138,"£1,185",,"£1,185",V,71.0,210,,172,190,0.20,,,,,,,,,,
AUDI,A5 Cabriolet,3.0 V6 TDI quattro 245PS 7speed S tronic Stop-Start,QD7,2967,Diesel,,,,,7.0,5.2,5.9,40.4,54.3,47.9,154,"£1,344",,"£1,344",V,69.0,261,,150,174,0.30,,,,,,,,,,
AUDI,A5 Cabriolet,S5 V6 quattro 333PS 7speed S tronic Stop-Start,QD7,2995,Petrol,,,,,11.2,6.9,8.5,25.2,40.9,33.2,199,"£1,840",,"£1,840",V,74.0,499,32,24,,,,,,,,,,,,
AUDI,A5 Coupé,1.8 TFSI 170PS,M6,1798,Petrol,,,,,7.4,4.8,5.7,38.2,58.9,49.6,134,"£1,232",,"£1,232",V,71.0,342,51,42,,,,,,,,,,,,
AUDI,A5 Coupé,1.8 TFSI 170PS 8speed Multitronic,AV,1798,Petrol,,,,,6.9,5.1,5.8,40.9,55.4,48.7,134,"£1,255",,"£1,255",V,70.0,195,49,42,,,,,,,,,,,,
AUDI,A5 Coupé,2.0 TDI 177PS Multitronic Stop-Start,AV,1968,Diesel,,,,,5.5,4.3,4.7,51.4,65.7,60.1,123,"£1,071",,"£1,071",V,71.0,103,,143,159,0.00,,,,,,,,,,
AUDI,A5 Coupé,2.0 TDI 177PS quattro S tronic,QD6,1968,Diesel,,,,,6.4,4.7,5.3,44.1,60.1,53.3,139,"£1,208",,"£1,208",V,70.0,159,,136,161,0.30,,,,,,,,,,
AUDI,A5 Coupé,2.0 TDI 177PS quattro Stop-Start,QM6,1968,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,134,"£1,162",,"£1,162",V,71.0,207,,143,174,0.00,,,,,,,,,,
AUDI,A5 Coupé,2.0 TDI 177PS Stop-Start,M6,1968,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,120,"£1,048",,"£1,048",V,71.0,186,,133,164,0.10,,,,,,,,,,
AUDI,A5 Coupé,2.0 TDIe 163PS,M6,1968,Diesel,,,,,5.3,3.8,4.4,53.3,74.3,64.2,115,"£1,003",,"£1,003",V,71.0,145,,134,150,0.20,,,,,,,,,,
AUDI,A5 Coupé,2.0 TFSI 211PS,M6,1984,Petrol,,,,,8.3,5.1,6.3,34.0,55.4,44.8,144,"£1,364",,"£1,364",V,74.0,270,37,29,,,,,,,,,,,,
AUDI,A5 Coupé,2.0 TFSI 211PS 8speed Multitronic,AV,1984,Petrol,,,,,7.7,5.0,6.0,36.7,56.5,47.1,140,"£1,297",,"£1,297",V,73.0,290,37,31,,,,,,,,,,,,
AUDI,A5 Coupé,2.0 TFSI 211PS quattro 7speed S tronic,QD7,1984,Petrol,,,,,8.8,5.8,7.0,32.1,48.7,40.4,159,"£1,512",,"£1,512",V,74.0,655,62,53,,,,,,,,,,,,
AUDI,A5 Coupé,2.0 TFSI 211PS quattro Stop-Start,QM6,1984,Petrol,,,,,8.9,5.6,6.8,31.7,50.4,41.5,159,"£1,472",,"£1,472",V,74.0,290,39,35,,,,,,,,,,,,
AUDI,A5 Coupé,2.0 TFSI 225PS quattro 7speed S tronic,QD7,1984,Petrol,,,,,8.5,5.6,6.7,33.2,50.4,42.2,155,"£1,448",,"£1,448",V,74.0,295,64,32,,,,,,,,,,,,
AUDI,A5 Coupé,3.0 V6 TDI 204PS Multitronic Stop-Start,AV,2967,Diesel,,,,,5.5,4.6,4.9,51.4,61.4,57.6,129,"£1,118",,"£1,118",V,71.0,210,,172,190,0.20,,,,,,,,,,
AUDI,A5 Coupé,3.0 V6 TDI 245PS quattro 7speed S tronic,QD7,2967,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,298",,"£1,298",V,69.0,261,,150,174,0.30,,,,,,,,,,
AUDI,A5 Coupé,3.0 V6 TFSI 272PS quattro 7speed S tronic,QD7,2995,Petrol,,,,,10.7,6.6,8.1,26.4,42.8,34.9,190,"£1,751",,"£1,751",V,72.0,262,27,22,,,,,,,,,,,,
AUDI,A5 Coupé,RS5 4.2 V8 450PS quattro 7speed S tronic,QD7,4163,Petrol,,,,,14.4,8.3,10.5,19.6,34.0,26.9,246,"£2,271",,"£2,271",V,73.0,502,53,45,,,,,,,,,,,,
AUDI,A5 Coupé,S5 3.0 V6 TFSI 333PS quattro 7speed S tronic,QD7,2995,Petrol,,,,,10.7,6.6,8.1,26.4,42.8,34.9,190,"£1,751",,"£1,751",V,74.0,262,27,22,,,,,,,,,,,,
AUDI,A5 Sportback,2.0 CR TDI 150PS,M6,1968,Diesel,,,,,5.4,4.0,4.5,52.3,70.6,62.8,119,"£1,025",,"£1,025",V,70.0,144,,138,157,0.30,,,,,,,,,,
AUDI,A5 Sportback,2.0 CR TDI 150PS Multitronic,AV,1968,Diesel,,,,,5.7,4.4,4.8,49.6,64.2,58.9,127,"£1,093",,"£1,093",V,70.0,103,,143,159,0.00,,,,,,,,,,
AUDI,A5 Sportback,2.0 TDI 143PS Multitronic,AV,1968,Diesel,,,,,5.7,4.4,4.8,49.6,64.2,58.9,127,"£1,093",,"£1,093",V,72.0,100,,110,122,0.70,,,,,,,,,,
AUDI,A5 Sportback,2.0 TDI 177PS Multitronic Stop-Start,AV,1968,Diesel,,,,,5.7,4.4,4.8,49.6,64.2,58.9,127,"£1,093",,"£1,093",V,71.0,103,,143,159,0.00,,,,,,,,,,
AUDI,A5 Sportback,2.0 TDI 177PS Stop-Start,M6,1968,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,120,"£1,048",,"£1,048",V,71.0,186,,133,164,0.10,,,,,,,,,,
AUDI,A5 Sportback,2.0 TDI quattro 177PS 7speed S tronic,QD7,1968,Diesel,,,,,6.4,4.7,5.3,44.1,60.1,53.3,139,"£1,208",,"£1,208",V,70.0,159,,136,161,0.40,,,,,,,,,,
AUDI,A5 Sportback,2.0 TDI quattro 177PS Stop-Start,QM6,1968,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,134,"£1,162",,"£1,162",V,71.0,207,,143,174,0.00,,,,,,,,,,
AUDI,A5 Sportback,2.0 TDIe 136PS,M6,1968,Diesel,,,,,5.4,3.9,4.4,52.3,72.4,64.2,117,"£1,003",,"£1,003",V,70.0,203,,147,172,0.10,,,,,,,,,,
AUDI,A5 Sportback,2.0 TDIe 163PS,M6,1968,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,118,"£1,025",,"£1,025",V,71.0,145,,134,150,0.20,,,,,,,,,,
AUDI,A5 Sportback,2.0 TFSI 211PS,M6,1984,Petrol,,,,,8.3,5.1,6.3,34.0,55.4,44.8,144,"£1,364",,"£1,364",V,74.0,270,34,29,,,,,,,,,,,,
AUDI,A5 Sportback,2.0 TFSI 211PS 8speed Multitronic Stop-Start,AV,1984,Petrol,,,,,7.7,5.3,6.2,36.7,53.3,45.6,144,"£1,340",,"£1,340",V,73.0,290,37,31,,,,,,,,,,,,
AUDI,A5 Sportback,2.0 TFSI quattro 211PS 7speed S tronic,QD7,1984,Petrol,,,,,8.8,5.8,7.0,32.1,48.7,40.4,159,"£1,512",,"£1,512",V,74.0,655,62,53,,,,,,,,,,,,
AUDI,A5 Sportback,2.0 TFSI quattro 211PS Stop-Start,QM6,1984,Petrol,,,,,8.9,5.6,6.8,31.7,50.4,41.5,159,"£1,472",,"£1,472",V,74.0,290,39,35,,,,,,,,,,,,
AUDI,A5 Sportback,3.0 TDI quattro 245PS,QM6,2967,Diesel,,,,,7.2,4.9,5.8,39.2,57.6,48.7,152,"£1,322",,"£1,322",V,74.0,400,,173,215,0.40,,,,,,,,,,
AUDI,A5 Sportback,3.0 V6 TDI 204PS Multitronic Stop-Start,AV,2967,Diesel,,,,,5.5,4.6,4.9,51.4,61.4,57.6,129,"£1,118",,"£1,118",V,71.0,210,,172,190,0.20,,,,,,,,,,
AUDI,A5 Sportback,3.0 V6 TDI quattro 245PS 7speed S tronic Stop-Start,QD7,2967,Diesel,,,,,6.8,5.1,5.7,41.5,55.4,49.6,149,"£1,298",,"£1,298",V,69.0,261,,150,174,0.30,,,,,,,,,,
AUDI,A5 Sportback,S5 3.0 V6 FSI quattro 333PS 7speed S tronic,QD7,2995,Petrol,,,,,10.7,6.6,8.1,26.4,42.8,34.9,190,"£1,751",,"£1,751",V,74.0,262,27,22,,,,,,,,,,,,
AUDI,A6 Allroad,3.0 TDI quattro V6 204PS 7speed S tronic,QD7,2967,Diesel,,,,,7.0,5.5,6.1,40.4,51.4,46.3,159,"£1,390",,"£1,390",V,69.0,321,,165,187,0.20,,,,,,,,,,
AUDI,A6 Allroad,3.0 TDI quattro V6 245PS 7speed S tronic,QD7,2967,Diesel,,,,,7.4,5.6,6.3,38.2,50.4,44.8,165,"£1,437",,"£1,437",V,69.0,302,,157,180,0.50,,,,,,,,,,
AUDI,A6 Allroad,3.0 TFSI V6 quattro 310PS 7speed S tronic,QD7,2995,Petrol,,,,,11.8,7.1,8.9,23.9,39.8,31.7,206,"£1,927",,"£1,927",V,72.0,380,28,22,,,,,,,,,,,,
AUDI,A6 Allroad,3.0 V6 BiTDI quattro 313PS 8speed Tiptronic,QA8,2967,Diesel,,,,,7.9,6.0,6.7,35.8,47.1,42.2,176,"£1,525",,"£1,525",V,70.0,288,52,154,181,0.40,,,,,,,,,,
AUDI,A6 Avant,2.0 TDI 177PS,M6,1968,Diesel,,,,,6.1,4.5,5.0,46.3,62.8,56.5,132,"£1,139",,"£1,139",V,70.0,156,,143,165,0.00,,,,,,,,,,
AUDI,A6 Avant,2.0 TDI 177PS 8speed Multitronic,AV,1968,Diesel,,,,,6.1,4.5,5.1,46.3,62.8,55.4,135,"£1,162",,"£1,162",V,71.0,120,,143,154,0.10,,,,,,,,,,
AUDI,A6 Avant,3.0 TDI 204PS,M6,2967,Diesel,,,,,6.5,4.4,5.3,43.5,64.2,53.3,139,"£1,208",,"£1,208",V,71.0,355,,178,212,0.30,,,,,,,,,,
AUDI,A6 Avant,3.0 TDI 204PS 8speed Multitronic,AV,2967,Diesel,,,,,5.9,4.7,5.2,47.9,60.1,54.3,136,"£1,185",,"£1,185",V,71.0,323,,172,194,1.00,,,,,,,,,,
AUDI,A6 Avant,3.0 TDI quattro 245PS 7speed S tronic,QD7,2967,Diesel,,,,,7.2,5.2,5.9,39.2,54.3,47.9,156,"£1,344",,"£1,344",V,71.0,350,,139,167,0.00,,,,,,,,,,
AUDI,A6 Avant,3.0 TFSI quattro 310PS 7speed S tronic,QD7,2995,Petrol,,,,,10.8,6.6,8.2,26.2,42.8,34.4,190,"£1,776",,"£1,776",V,72.0,264,29,24,,,,,,,,,,,,
AUDI,A6 Avant,3.0 V6 BiTDI quattro 313PS 8speed Tiptronic,QA8,2967,Diesel,,,,,8.0,5.6,6.4,35.3,50.4,44.1,169,"£1,460",,"£1,460",V,73.0,79,,177,193,0.40,,,,,,,,,,
AUDI,A6 Avant,3.0 V6 TDI quattro 204PS 7speed S tronic,QD7,2967,Diesel,,,,,6.8,5.1,5.8,41.5,55.4,48.7,152,"£1,322",,"£1,322",V,71.0,377,,169,193,0.30,,,,,,,,,,
AUDI,A6 Avant,S6 4.0 TFSI V8 quattro 420PS 7speed S tronic,QD7,3993,Petrol,,,,,13.4,7.5,9.7,21.1,37.7,29.1,226,"£2,100",,"£2,100",V,69.0,554,60,45,,,,,,,,,,,,
AUDI,A6 Saloon,2.0 TDI 177PS,M6,1968,Diesel,,,,,6.0,4.4,4.9,47.1,64.2,57.6,129,"£1,118",,"£1,118",V,74.0,152,,143,165,0.30,,,,,,,,,,
AUDI,A6 Saloon,2.0 TDI 177PS 8speed Multitronic,AV,1968,Diesel,,,,,6.0,4.4,5.0,47.1,64.2,56.5,132,"£1,139",,"£1,139",V,71.0,120,,143,154,0.10,,,,,,,,,,
AUDI,A6 Saloon,3.0 TDI 204PS,M6,2967,Diesel,,,,,6.5,4.4,5.3,43.5,64.2,53.3,139,"£1,208",,"£1,208",V,71.0,355,,178,212,0.30,,,,,,,,,,
AUDI,A6 Saloon,3.0 TDI 204PS 8speed Multitronic,AV,2967,Diesel,,,,,5.8,4.6,5.1,48.7,61.4,55.5,133,"£1,160",,"£1,160",V,71.0,323,,172,194,0.70,,,,,,,,,,
AUDI,A6 Saloon,3.0 TDI quattro 245PS 7speed S tronic,QD7,2967,Diesel,,,,,7.2,5.2,5.9,39.2,54.3,47.9,156,"£1,344",,"£1,344",V,71.0,350,,139,167,0.30,,,,,,,,,,
AUDI,A6 Saloon,3.0 TFSI quattro 310PS 7speed S tronic,QD7,2995,Petrol,,,,,10.8,6.6,8.2,26.2,42.8,34.4,190,"£1,776",,"£1,776",V,74.0,264,29,24,,,,,,,,,,,,
AUDI,A6 Saloon,3.0 V6 BiTDI quattro 313PS 8speed Tiptronic,QA8,2967,Diesel,,,,,8.0,5.6,6.4,35.3,50.4,44.1,169,"£1,460",,"£1,460",V,73.0,79,,177,193,0.40,,,,,,,,,,
AUDI,A6 Saloon,3.0 V6 TDI quattro 204PS 7speed S tronic,QD7,1968,Diesel,,,,,6.7,5.0,5.7,42.2,56.5,49.6,149,"£1,298",,"£1,298",V,71.0,377,,169,193,0.30,,,,,,,,,,
AUDI,A6 Saloon,S6 4.0 TFSI V8 quattro 420PS 7speed S tronic,QD7,3993,Petrol,,,,,13.4,7.5,9.6,21.1,37.7,29.4,225,"£2,078",,"£2,078",V,69.0,554,60,45,,,,,,,,,,,,
AUDI,A7 Sportback,2.8 V6 FSI quattro 204PS 7speed S tronic,QD7,2773,Petrol,,,,,10.7,6.5,8.0,26.4,43.5,35.3,187,"£1,731",,"£1,731",V,70.0,314,49,41,,,,,,,,,,,,
AUDI,A7 Sportback,3.0 V6 BiTDI quattro 313PS 8speed Tiptronic,QA8,2967,Diesel,,,,,8.0,5.6,6.4,35.3,50.4,44.1,169,"£1,460",,"£1,460",V,70.0,79,,177,193,0.40,,,,,,,,,,
AUDI,A7 Sportback,3.0 V6 TDI 204PS 8speed Multitronic,AV,2967,Diesel,,,,,5.9,4.7,5.1,47.9,60.1,55.4,135,"£1,162",,"£1,162",V,71.0,323,,172,194,0.70,,,,,,,,,,
AUDI,A7 Sportback,3.0 V6 TDI quattro 204PS 7speed S tronic,QD7,2967,Diesel,,,,,6.8,5.1,5.8,41.5,55.4,48.7,152,"£1,322",,"£1,322",V,69.0,377,,168,192,0.20,,,,,,,,,,
AUDI,A7 Sportback,3.0 V6 TDI quattro 245PS 7speed S tronic,QD7,2967,Diesel,,,,,7.2,5.3,5.9,39.2,54.3,47.9,156,"£1,344",,"£1,344",V,71.0,350,,139,167,0.30,,,,,,,,,,
AUDI,A7 Sportback,3.0 V6 TDi quattro 245PS 8 speed Tiptronic,QA8,2967,Diesel,,,,,7.2,5.3,5.9,39.2,53.2,47.9,156,"£1,344",,"£1,344",V,71.0,202,,145,166,0.40,,,,,,,,,,
AUDI,A7 Sportback,3.0 V6 TFSI quattro 310PS 7speed S tronic,QD7,2995,Petrol,,,,,10.8,6.6,8.2,26.2,42.8,34.4,190,"£1,776",,"£1,776",V,72.0,264,29,24,,,,,,,,,,,,
AUDI,A8 Hybrid,2.0 TFSI  210PS 8speed S tronic LWB,A8,1968,Petrol Hybrid,,,,,6.9,6.2,6.4,40.9,45.6,44.1,149,"£1,385",,"£1,385",V,71.0,222,25,20,,,,,,,,,,,,
AUDI,A8 Hybrid,2.0 TFSI  210PS 8speed S tronic SWB,A8,1968,Petrol Hybrid,,,,,6.4,6.2,6.3,44.1,45.6,44.8,147,"£1,364",,"£1,364",V,71.0,222,25,20,,,,,,,,,,,,
AUDI,New A6 Saloon,2.0 TFSI Hybrid 210PS 8speed Tiptronic,A8,1984,Petrol Hybrid,,,,,6.2,6.2,6.2,45.6,45.6,45.6,145,"£1,340",,"£1,340",V,71.0,401,46,38,,,,,,,,,,,,
AUDI,Q3,2.0 TDI 140PS,M6,1968,Diesel,,,,,6.2,4.7,5.2,45.6,60.1,54.3,137,"£1,185",,"£1,185",V,70.0,240,,113,142,0.20,,,,,,,,,,
AUDI,Q3,2.0 TDI 177PS,M6,1968,Diesel,,,,,6.4,5.0,5.5,44.1,56.5,51.4,144,"£1,252",,"£1,252",V,71.0,227,,109,144,0.10,,,,,,,,,,
AUDI,Q3,2.0 TDI quattro 140PS,QM6,1968,Diesel,,,,,6.9,5.0,5.7,40.9,56.5,49.6,149,"£1,298",,"£1,298",V,71.0,154,,124,145,0.00,,,,,,,,,,
AUDI,Q3,2.0 TDI quattro 140PS 7speed S tronic,QD7,1968,Diesel,,,,,6.8,5.2,5.8,41.5,54.3,48.7,152,"£1,322",,"£1,322",V,75.0,193,,124,158,0.00,,,,,,,,,,
AUDI,Q3,2.0 TDI quattro 177PS,QM6,1968,Diesel,,,,,6.5,5.2,5.6,43.5,54.3,50.4,148,"£1,277",,"£1,277",V,73.0,216,,120,153,0.40,,,,,,,,,,
AUDI,Q3,2.0 TDI quattro 177PS 7speed S tronic,QD7,1968,Diesel,,,,,7.0,5.3,5.9,40.4,53.3,47.9,156,"£1,344",,"£1,344",V,71.0,68,,129,139,0.10,,,,,,,,,,
AUDI,Q3,2.0 TFSI quattro 170PS,QM6,1984,Petrol,,,,,9.5,6.1,7.3,29.7,46.3,38.7,174,"£1,579",,"£1,579",V,74.0,239,42,33,,,,,,,,,,,,
AUDI,Q3,2.0 TFSI quattro 170PS 7speed S tronic,QD7,1984,Petrol,,,,,10.2,6.4,7.7,27.7,44.1,36.7,179,"£1,665",,"£1,665",V,70.0,505,66,53,,,,,,,,,,,,
AUDI,Q3,2.0 TFSI quattro 211PS 7speed S tronic,QD7,1984,Petrol,,,,,10.2,6.4,7.7,27.7,44.1,36.7,179,"£1,665",,"£1,665",V,70.0,505,66,53,,,,,,,,,,,,
AUDI,Q5,2.0 TDI quattro 150PS,QM6,1968,Diesel,,,,,6.8,5.4,5.9,41.5,52.3,47.9,154,"£1,344",,"£1,344",V,74.0,271,,155,200,0.00,,,,,,,,,,
AUDI,Q5,2.0 TDI quattro 177PS,QM6,1968,Diesel,,,,,6.8,5.4,5.9,41.5,52.3,47.9,154,"£1,344",,"£1,344",V,74.0,244,,147,188,0.00,,,,,,,,,,
AUDI,Q5,2.0 TDI quattro 177PS 7speed S tronic,QD7,1968,Diesel,,,,,7.1,5.5,6.1,39.8,51.4,46.3,159,"£1,390",,"£1,390",V,70.0,186,,89,121,0.00,,,,,,,,,,
AUDI,Q5,2.0 TFSI quattro 225PS,QM6,1984,Petrol,,,,,9.3,6.4,7.5,30.4,44.1,37.7,174,"£1,621",,"£1,621",V,73.0,247,28,26,,,,,,,,,,,,
AUDI,Q5,3.0 TDI quattro 245PS 7speed S tronic,QD7,2967,Diesel,,,,,7.1,6.0,6.4,39.8,47.1,44.1,169,"£1,460",,"£1,460",V,70.0,244,62,162,184,0.70,,,,,,,,,,
AUDI,Q5,3.0 V6 TFSI quattro 272PS 8speed Tiptronic,QA8,2995,Petrol,,,,,11.4,6.9,8.5,24.8,40.9,33.2,199,"£1,840",,"£1,840",V,72.0,335,29,25,,,,,,,,,,,,
AUDI,Q5,SQ5 3.0 BiTDI V6 313PS quattro 8speed Tiptronic,QA8,2967,Diesel,,,,,7.6,6.4,6.8,37.2,44.1,41.5,179,"£1,551",,"£1,551",V,75.0,210,,163,191,0.60,,,,,,,,,,
AUDI,Q7,3.0 TDI quattro 204PS 8speed Tiptronic,QA8,2967,Diesel,,,,,8.2,6.5,7.2,34.4,43.5,39.2,189,"£1,642",,"£1,642",V,72.0,279,,140,161,0.80,,,,,,,,,,
AUDI,Q7,3.0 V6 TDI quattro 245PS 8speed Tiptronic,QA8,2967,Diesel,,,,,8.6,6.7,7.4,32.8,42.2,38.2,195,"£1,685",,"£1,685",V,72.0,279,,140,161,0.80,,,,,,,,,,
AUDI,Q7,3.0 V6 TDI quattro 245PS 8speed Tiptronic Clean Diesel,QA8,2967,Diesel,,,,,8.8,6.6,7.4,32.1,42.8,38.2,195,"£1,685",,"£1,685",V,71.0,180,,54,67,0.40,,,,,,,,,,
AUDI,Q7,3.0 V6 TFSI quattro 272PS 8speed Tiptronic,QA8,2995,Petrol,,,,,14.4,8.5,10.7,19.6,33.2,26.4,249,"£2,314",,"£2,314",V,74.0,268,42,36,,,,,,,,,,,,
AUDI,Q7,3.0 V6 TFSI quattro 333PS 8speed Tiptronic,QA8,2995,Petrol,,,,,14.4,8.5,10.7,19.6,33.2,26.4,249,"£2,314",,"£2,314",V,74.0,268,42,36,,,,,,,,,,,,
AUDI,Q7,4.2 V8 TDI quattro 340PS 8speed Tiptronic,QA8,4134,Diesel,,,,,12.0,7.6,9.2,23.5,37.2,30.7,242,"£2,097",,"£2,097",V,71.0,302,,167,205,0.30,,,,,,,,,,
AUDI,R8 Coupé,4.2 FSI V8 quattro 430PS,QM6,4163,Petrol,,,,,21.3,10.0,14.2,13.3,28.2,19.9,332,"£3,070",,"£3,070",V,74.0,272,46,40,,,,,,,,,,,,
AUDI,R8 Coupé,4.2 FSI V8 quattro 430PS S tronic,QD6,4163,Petrol,,,,,19.3,8.4,12.4,14.6,33.6,22.8,289,"£2,680",,"£2,680",V,75.0,416,52,46,,,,,,,,,,,,
AUDI,R8 Coupé,5.2 FSI V10 quattro 525PS,QM6,5204,Petrol,,,,,22.2,10.6,14.9,12.7,26.6,19.0,346,"£3,216",,"£3,216",V,75.0,546,73,59,,,,,,,,,,,,
AUDI,R8 Coupé,5.2 FSI V10 quattro 525PS S tronic,QD6,5204,Petrol,,,,,20.5,8.9,13.1,13.8,31.7,21.6,305,"£2,829",,"£2,829",V,74.0,416,66,56,,,,,,,,,,,,
AUDI,R8 Coupé,5.2 FSI V10 quattro 550PS,QM6,5204,Petrol,,,,,22.2,10.6,14.9,12.7,26.6,19.0,346,"£3,216",,"£3,216",V,75.0,546,73,59,,,,,,,,,,,,
AUDI,R8 Coupé,5.2 FSI V10 quattro 550PS 7speed S tronic,QD7,5204,Petrol,,,,,19.9,8.6,12.9,14.2,32.8,21.9,299,"£2,790",,"£2,790",V,74.0,362,62,55,,,,,,,,,,,,
AUDI,R8 GT,Spyder 5.2 V10 quattro 560PS R tronic,QA6,5204,Petrol,,,,,21.5,10.2,14.2,13.1,27.7,19.9,332,"£3,070",,"£3,070",V,74.0,416,66,56,,,,,,,,,,,,
AUDI,R8 Spyder,4.2 FSI V8 quattro 430PS,QM6,4163,Petrol,,,,,21.3,10.3,14.4,13.3,27.4,19.6,337,"£3,117",,"£3,117",V,74.0,272,46,40,,,,,,,,,,,,
AUDI,R8 Spyder,4.2 FSI V8 quattro 430PS S tronic,QA6,4163,Petrol,,,,,19.6,8.6,12.6,14.1,32.8,22.4,294,"£2,728",,"£2,728",V,75.0,416,52,46,,,,,,,,,,,,
AUDI,R8 Spyder,5.2 FSI V10 quattro 525PS,QM6,5204,Petrol,,,,,22.2,10.7,14.9,12.7,26.4,19.0,349,"£3,216",,"£3,216",V,75.0,546,73,59,,,,,,,,,,,,
AUDI,R8 Spyder,5.2 FSI V10 quattro 525PS S tronic,QA6,5204,Petrol,,,,,20.5,9.2,13.3,13.8,30.7,21.2,310,"£2,882",,"£2,882",V,74.0,416,66,56,,,,,,,,,,,,
AUDI,RS Series,RS Q3 2.5 TFSI quattro 340PS 7speed S tronic,QD7,2480,Petrol,,,,,12.2,6.9,8.8,23.2,40.9,32.1,206,"£1,903",,"£1,903",V,72.0,254,29,30,,,,,,,,,,,,
AUDI,RS Series,RS4 Avant 4.2 V8 FSI quattro 450PS 7speed S tronic,QD7,4163,Petrol,,,,,14.6,8.5,10.7,19.3,33.2,26.4,249,"£2,314",,"£2,314",V,73.0,481,64,55,,,,,,,,,,,,
AUDI,RS Series,RS5 Cabriolet 4.2 V8 FSI quattro 450PS 7speed S tronic,QD7,4163,Petrol,,,,,14.6,8.5,10.7,19.3,33.2,26.4,249,"£2,314",,"£2,314",V,73.0,481,64,55,,,,,,,,,,,,
AUDI,RS Series,RS5 Coupé 4.2 V8 FSI quattro 450PS 7speed S tronic,QD7,4163,Petrol,,,,,14.4,8.3,10.5,19.6,34.0,26.9,246,"£2,271",,"£2,271",V,73.0,502,53,45,,,,,,,,,,,,
